Unnamed: 0,date,date_of_week,transaction_type,category,sub_category,amount,currency,note,Date
461.0,2021-05-24,Monday,Assets,Card,ACB,50000,VND,,2021-05-24
464.0,2021-05-24,Monday,Expenses,Fees,Transfer Fees,1100,VND,,2021-05-24
469.0,2021-05-26,Wednesday,Expenses,Personal,Shirt,240000,VND,,2021-05-26
470.0,2021-05-26,Wednesday,Assets,Card,ACB,-240000,VND,,2021-05-26
471.0,2021-05-27,Thursday,Expenses,Drink,Coffee,26000,VND,,2021-05-27
472.0,2021-05-27,Thursday,Assets,Wallet,Cash,-26000,VND,,2021-05-27
473.0,2021-05-27,Thursday,Expenses,Food,Lunch,30000,VND,,2021-05-27
474.0,2021-05-27,Thursday,Assets,eWallet,MOCA,-30000,VND,,2021-05-27
475.0,2021-05-28,Friday,Expenses,Food,Afternoon Snack,36000,VND,,2021-05-28
476.0,2021-05-28,Friday,Expenses,Drink,Milk,70000,VND,,2021-05-28
477.0,2021-05-28,Friday,Assets,Card,ACB,-106000,VND,,2021-05-28
481.0,2021-05-29,Saturday,Expenses,Food,Lunch,98000,VND,,2021-05-29
480.0,2021-05-29,Saturday,Assets,Wallet,Cash,-53000,VND,,2021-05-29
482.0,2021-05-29,Saturday,Assets,eWallet,MOCA,-98000,VND,,2021-05-29
479.0,2021-05-29,Saturday,Expenses,Food,Breakfast,18000,VND, hotdog,2021-05-29
478.0,2021-05-29,Saturday,Expenses,Food,Afternoon Snack,35000,VND,,2021-05-29
483.0,2021-05-30,Sunday,Expenses,Food,Instant Noodles,8000,VND,,2021-05-30
484.0,2021-05-30,Sunday,Assets,Wallet,Cash,-8000,VND,,2021-05-30
485.0,2021-05-30,Sunday,Expenses,Food,Eating Out,25000,VND,,2021-05-30
486.0,2021-05-30,Sunday,Assets,Card,ACB,-25000,VND,,2021-05-30
488.0,2021-05-31,Monday,Assets,eWallet,MOCA,200000,VND,,2021-05-31
499.0,2021-05-31,Monday,Assets,Card,ACB,-79000,VND,,2021-05-31
498.0,2021-05-31,Monday,Expenses,Food,Instant Noodles,16000,VND,,2021-05-31
497.0,2021-05-31,Monday,Expenses,Drink,Milk,45000,VND,,2021-05-31
496.0,2021-05-31,Monday,Expenses,Food,Afternoon Snack,18000,VND,,2021-05-31
494.0,2021-05-31,Monday,Assets,Wallet,Cash,-346691,VND,,2021-05-31
495.0,2021-05-31,Monday,Assets,eWallet,MOCA,37063,VND,,2021-05-31
500.0,2021-05-31,Monday,Expenses,Personal,Online,161692,VND," hub usb 141,996k + gel handwash 58k",2021-05-31
493.0,2021-05-31,Monday,Assets,Card,ACB,-420688,VND,,2021-05-31
501.0,2021-05-31,Monday,Assets,Card,ACB,-161692,VND,,2021-05-31
487.0,2021-05-31,Monday,Assets,Card,ACB,-200000,VND,,2021-05-31
492.0,2021-05-31,Monday,Equity,Balance,Balancing,684316,VND,,2021-05-31
491.0,2021-05-31,Monday,Assets,Card,ACB,-35000,VND,,2021-05-31
490.0,2021-05-31,Monday,Expenses,Food,Eating Out,35000,VND,,2021-05-31
489.0,2021-05-31,Monday,Expenses,Food,Delivery,46000,VND,,2021-05-31
502.0,2021-06-01,Tuesday,Assets,Card,ACB,-301100,VND,,2021-06-01
503.0,2021-06-01,Tuesday,Expenses,Fees,Transfer Fees,1100,VND,,2021-06-01
504.0,2021-06-01,Tuesday,Expenses,Food,Breakfast,12000,VND,,2021-06-01
505.0,2021-06-01,Tuesday,Expenses,Food,Rice,45000,VND,,2021-06-01
506.0,2021-06-01,Tuesday,Assets,Wallet,Cash,243000,VND,,2021-06-01
513.0,2021-06-05,Saturday,Assets,Card,ACB,-201100,VND,,2021-06-05
514.0,2021-06-05,Saturday,Expenses,Fees,Transfer Fees,1100,VND,,2021-06-05
512.0,2021-06-05,Saturday,Assets,Wallet,Cash,-50000,VND,,2021-06-05
511.0,2021-06-05,Saturday,Expenses,Personal,Medicine,18000,VND,,2021-06-05
508.0,2021-06-05,Saturday,Expenses,Food,Vegetable,85000,VND,,2021-06-05
509.0,2021-06-05,Saturday,Expenses,Food,Breakfast,50000,VND,,2021-06-05
507.0,2021-06-05,Saturday,Expenses,Food,Fruit,72000,VND,,2021-06-05
510.0,2021-06-05,Saturday,Expenses,Food,Eggs,25000,VND,,2021-06-05
519.0,2021-06-06,Sunday,Expenses,Food,Fruit,27492,VND,,2021-06-06
517.0,2021-06-06,Sunday,Expenses,Food,Instant Noodles,75600,VND,,2021-06-06
518.0,2021-06-06,Sunday,Expenses,Drink,Milk,72000,VND,,2021-06-06
515.0,2021-06-06,Sunday,Expenses,Food,Rice,45000,VND,,2021-06-06
520.0,2021-06-06,Sunday,Expenses,Food,Misc,24000,VND,,2021-06-06
516.0,2021-06-06,Sunday,Assets,Wallet,Cash,-45000,VND,,2021-06-06
521.0,2021-06-06,Sunday,Assets,Card,ACB,-199092,VND,,2021-06-06
523.0,2021-06-11,Friday,Assets,eWallet,MOCA,-41000,VND,,2021-06-11
522.0,2021-06-11,Friday,Expenses,Transportation,Delivery,41000,VND,,2021-06-11
528.0,2021-06-12,Saturday,Assets,Wallet,Cash,-50000,VND,,2021-06-12
524.0,2021-06-12,Saturday,Expenses,Food,Lunch,27000,VND,,2021-06-12
525.0,2021-06-12,Saturday,Assets,eWallet,MOCA,-27000,VND,,2021-06-12
526.0,2021-06-12,Saturday,Expenses,Food,Dinner,46000,VND,,2021-06-12
527.0,2021-06-12,Saturday,Assets,Wallet,Cash,-46000,VND,,2021-06-12
529.0,2021-06-12,Saturday,Assets,Card,ACB,50000,VND,,2021-06-12
532.0,2021-06-13,Sunday,Assets,eWallet,MOCA,-119000,VND,,2021-06-13
530.0,2021-06-13,Sunday,Expenses,Food,Delivery,55000,VND,,2021-06-13
531.0,2021-06-13,Sunday,Expenses,Transportation,Delivery,64000,VND,,2021-06-13
534.0,2021-06-13,Sunday,Assets,Card,ACB,-70000,VND,,2021-06-13
533.0,2021-06-13,Sunday,Expenses,Food,Breakfast,70000,VND,,2021-06-13
538.0,2021-06-14,Monday,Assets,Card,ACB,-17000,VND,,2021-06-14
537.0,2021-06-14,Monday,Expenses,Food,Afternoon Snack,17000,VND,,2021-06-14
535.0,2021-06-14,Monday,Expenses,Food,Breakfast,27000,VND,,2021-06-14
536.0,2021-06-14,Monday,Assets,Wallet,Cash,-27000,VND,,2021-06-14
539.0,2021-06-15,Tuesday,Expenses,Food,Breakfast,27000,VND,,2021-06-15
540.0,2021-06-15,Tuesday,Assets,Wallet,Cash,-27000,VND,,2021-06-15
542.0,2021-06-16,Wednesday,Expenses,Food,Lunch,35000,VND,,2021-06-16
541.0,2021-06-16,Wednesday,Expenses,Food,Breakfast,17000,VND,,2021-06-16
543.0,2021-06-16,Wednesday,Expenses,Food,Afternoon Snack,10000,VND,,2021-06-16
544.0,2021-06-16,Wednesday,Assets,Card,ACB,-62000,VND,,2021-06-16
548.0,2021-06-17,Thursday,Income,Home,Parents,2500000,VND,,2021-06-17
549.0,2021-06-17,Thursday,Saving,Fintech,Finhay,-2500000,VND,,2021-06-17
547.0,2021-06-17,Thursday,Assets,Card,ACB,-57000,VND,,2021-06-17
545.0,2021-06-17,Thursday,Expenses,Food,Lunch,35000,VND,,2021-06-17
550.0,2021-06-17,Thursday,Expenses,Fees,Transfer Fees,10000,VND,,2021-06-17
546.0,2021-06-17,Thursday,Expenses,Food,Afternoon Snack,12000,VND,,2021-06-17
551.0,2021-06-18,Friday,Expenses,Food,Lunch,34000,VND,,2021-06-18
552.0,2021-06-18,Friday,Expenses,Food,Afternoon Snack,12000,VND,,2021-06-18
553.0,2021-06-18,Friday,Assets,Card,ACB,-46000,VND,,2021-06-18
554.0,2021-06-19,Saturday,Expenses,Food,Breakfast,50000,VND,,2021-06-19
556.0,2021-06-19,Saturday,Assets,Card,ACB,-96000,VND,,2021-06-19
555.0,2021-06-19,Saturday,Expenses,Food,Fruit,46000,VND,,2021-06-19
557.0,2021-06-21,Monday,Expenses,Personal,Misc,10000,VND,,2021-06-21
558.0,2021-06-21,Monday,Assets,Card,ACB,-10000,VND,,2021-06-21
562.0,2021-06-23,Wednesday,Assets,Card,ACB,-562000,VND,,2021-06-23
561.0,2021-06-23,Wednesday,Expenses,Personal,Housing,2515000,VND,,2021-06-23
559.0,2021-06-23,Wednesday,Expenses,Drink,Strongbow,47000,VND,,2021-06-23
560.0,2021-06-23,Wednesday,Income,Home,Parents,-2000000,VND,,2021-06-23
563.0,2021-06-24,Thursday,Expenses,Food,Lunch,34000,VND,,2021-06-24
564.0,2021-06-24,Thursday,Assets,Card,ACB,-34000,VND,,2021-06-24
565.0,2021-06-24,Thursday,Expenses,Transportation,Gas,50000,VND,,2021-06-24
566.0,2021-06-24,Thursday,Expenses,Givings,Lottery,10000,VND,,2021-06-24
567.0,2021-06-24,Thursday,Assets,Wallet,Cash,-60000,VND,,2021-06-24
570.0,2021-06-25,Friday,Assets,Card,ACB,-56000,VND,,2021-06-25
569.0,2021-06-25,Friday,Expenses,Food,Afternoon Snack,16000,VND,,2021-06-25
572.0,2021-06-25,Friday,Assets,Wallet,Cash,-10000,VND,,2021-06-25
568.0,2021-06-25,Friday,Expenses,Food,Lunch,40000,VND,,2021-06-25
571.0,2021-06-25,Friday,Expenses,Givings,Lottery,10000,VND,,2021-06-25
587.0,2021-06-26,Saturday,Assets,eWallet,MOCA,-100000,VND,,2021-06-26
588.0,2021-06-26,Saturday,Expenses,Transportation,Delivery,41000,VND,,2021-06-26
589.0,2021-06-26,Saturday,Assets,Card,ACB,-41000,VND,,2021-06-26
584.0,2021-06-26,Saturday,Assets,Wallet,Cash,-10000,VND,,2021-06-26
585.0,2021-06-26,Saturday,Expenses,Transportation,Grab,59000,VND,,2021-06-26
586.0,2021-06-26,Saturday,Expenses,Transportation,Delivery,41000,VND,,2021-06-26
583.0,2021-06-26,Saturday,Expenses,Givings,Lottery,10000,VND,,2021-06-26
581.0,2021-06-26,Saturday,Assets,Card,VISA,-1500000,VND,,2021-06-26
582.0,2021-06-26,Saturday,Assets,Wallet,Cash,1500000,VND,,2021-06-26
576.0,2021-06-26,Saturday,Assets,Card,ACB,-450000,VND,,2021-06-26
575.0,2021-06-26,Saturday,Expenses,Transportation,Parking Fees,450000,VND,,2021-06-26
574.0,2021-06-26,Saturday,Assets,Wallet,Cash,-14000,VND,,2021-06-26
573.0,2021-06-26,Saturday,Expenses,Drink,Milk,14000,VND,,2021-06-26
579.0,2021-06-26,Saturday,Expenses,Personal,Misc,50000,VND, khau trang,2021-06-26
578.0,2021-06-26,Saturday,Assets,Card,ACB,-50000,VND,,2021-06-26
577.0,2021-06-26,Saturday,Expenses,Food,Lunch,50000,VND,,2021-06-26
580.0,2021-06-26,Saturday,Assets,Wallet,Cash,-50000,VND,,2021-06-26
593.0,2021-06-27,Sunday,Assets,eWallet,MOCA,-69000,VND,,2021-06-27
598.0,2021-06-27,Sunday,Expenses,Personal,Misc,364900,VND," ban chai. kem danh rang, khan tam, snack, pin , sandwich, nuoc",2021-06-27
596.0,2021-06-27,Sunday,Expenses,Transportation,Grab,150000,VND,,2021-06-27
597.0,2021-06-27,Sunday,Assets,Wallet,Cash,-150000,VND,,2021-06-27
595.0,2021-06-27,Sunday,Assets,Wallet,Cash,-5000,VND,,2021-06-27
591.0,2021-06-27,Sunday,Assets,Card,ACB,-55000,VND,,2021-06-27
592.0,2021-06-27,Sunday,Expenses,Transportation,Grab,69000,VND, ra san bay,2021-06-27
599.0,2021-06-27,Sunday,Assets,Card,VISA,-364900,VND,,2021-06-27
590.0,2021-06-27,Sunday,Expenses,Food,Breakfast,55000,VND,,2021-06-27
594.0,2021-06-27,Sunday,Expenses,Drink,Water,5000,VND,,2021-06-27
609.0,2021-06-28,Monday,Assets,Card,ACB,-100000,VND,,2021-06-28
607.0,2021-06-28,Monday,Assets,Wallet,Cash,-25000,VND,,2021-06-28
606.0,2021-06-28,Monday,Expenses,Drink,Water,25000,VND,,2021-06-28
608.0,2021-06-28,Monday,Expenses,Personal,Mobile Phone,100000,VND,,2021-06-28
602.0,2021-06-28,Monday,Expenses,Food,Lunch,38000,VND,,2021-06-28
604.0,2021-06-28,Monday,Expenses,Transportation,Grab,49000,VND,,2021-06-28
605.0,2021-06-28,Monday,Assets,eWallet,MOCA,-49000,VND,,2021-06-28
600.0,2021-06-28,Monday,Expenses,Personal,Misc,207813,VND," tao, trung ga, probi, nuoc muoi, sua",2021-06-28
601.0,2021-06-28,Monday,Assets,Card,VISA,-207813,VND,,2021-06-28
603.0,2021-06-28,Monday,Assets,eWallet,MOCA,-38000,VND,,2021-06-28
611.0,2021-06-29,Tuesday,Assets,Wallet,Cash,-35000,VND,,2021-06-29
610.0,2021-06-29,Tuesday,Expenses,Food,Dinner,35000,VND,,2021-06-29
612.0,2021-06-29,Tuesday,Expenses,Food,Lunch,39000,VND,,2021-06-29
613.0,2021-06-29,Tuesday,Assets,Wallet,Cash,-39000,VND,,2021-06-29
614.0,2021-06-30,Wednesday,Expenses,Food,Lunch,40000,VND,,2021-06-30
615.0,2021-06-30,Wednesday,Expenses,Food,Vegetable,75000,VND,,2021-06-30
616.0,2021-06-30,Wednesday,Expenses,Food,Dinner,59000,VND,,2021-06-30
617.0,2021-06-30,Wednesday,Assets,Wallet,Cash,-174000,VND,,2021-06-30
625.0,2021-07-01,Thursday,Expenses,Personal,Misc,15000,VND,,2021-07-01
623.0,2021-07-01,Thursday,Assets,Wallet,Cash,-61000,VND,,2021-07-01
624.0,2021-07-01,Thursday,Expenses,Drink,Drink,10000,VND, nuoc mia,2021-07-01
627.0,2021-07-01,Thursday,Assets,Wallet,Cash,-35000,VND,,2021-07-01
626.0,2021-07-01,Thursday,Expenses,Drink,Water,10000,VND,,2021-07-01
620.0,2021-07-01,Thursday,Expenses,Food,Lunch,41000,VND,,2021-07-01
618.0,2021-07-01,Thursday,Expenses,Food,Breakfast,15000,VND,,2021-07-01
622.0,2021-07-01,Thursday,Expenses,Food,Dinner,61000,VND,,2021-07-01
619.0,2021-07-01,Thursday,Assets,Wallet,Cash,-15000,VND,,2021-07-01
621.0,2021-07-01,Thursday,Assets,eWallet,MOCA,-41000,VND,,2021-07-01
641.0,2021-07-02,Friday,Assets,Card,ACB,2363636,VND,,2021-07-02
635.0,2021-07-02,Friday,Assets,eWallet,MOCA,-5000,VND,,2021-07-02
628.0,2021-07-02,Friday,Expenses,Food,Sandwich,12000,VND,,2021-07-02
637.0,2021-07-02,Friday,Assets,Card,VISA,-471808,VND,----------,2021-07-02
640.0,2021-07-02,Friday,Income,Internship,FFI,-2363636,VND,,2021-07-02
636.0,2021-07-02,Friday,Expenses,Education,Online Course,471808,VND,,2021-07-02
639.0,2021-07-02,Friday,Assets,eWallet,MOCA,300000,VND,,2021-07-02
631.0,2021-07-02,Friday,Assets,Wallet,Cash,-110000,VND,,2021-07-02
632.0,2021-07-02,Friday,Expenses,Transportation,Grab,18000,VND,,2021-07-02
630.0,2021-07-02,Friday,Expenses,Food,Dinner,45000,VND,,2021-07-02
629.0,2021-07-02,Friday,Expenses,Food,Lunch,53000,VND,,2021-07-02
634.0,2021-07-02,Friday,Expenses,Transportation,Tips,5000,VND,,2021-07-02
633.0,2021-07-02,Friday,Assets,eWallet,MOCA,-18000,VND,,2021-07-02
638.0,2021-07-02,Friday,Assets,Card,ACB,-300000,VND,,2021-07-02
643.0,2021-07-03,Saturday,Assets,Card,ACB,-36500,VND,,2021-07-03
645.0,2021-07-03,Saturday,Assets,Card,ACB,-266974,VND,,2021-07-03
644.0,2021-07-03,Saturday,Expenses,Personal,Housing,266974,VND,,2021-07-03
646.0,2021-07-03,Saturday,Expenses,Food,Dinner,41500,VND,,2021-07-03
649.0,2021-07-03,Saturday,Assets,Card,VISA,2000000,VND,,2021-07-03
648.0,2021-07-03,Saturday,Income,Home,Parents,-2000000,VND,,2021-07-03
642.0,2021-07-03,Saturday,Expenses,Food,Lunch,36500,VND,,2021-07-03
647.0,2021-07-03,Saturday,Assets,Card,ACB,-41500,VND,,2021-07-03
650.0,2021-07-04,Sunday,Expenses,Personal,Housing,226000,VND,,2021-07-04
651.0,2021-07-04,Sunday,Expenses,Food,Rice,27000,VND,,2021-07-04
652.0,2021-07-04,Sunday,Expenses,Personal,Housing,229000,VND,,2021-07-04
653.0,2021-07-04,Sunday,Assets,Card,ACB,-482000,VND,,2021-07-04
663.0,2021-07-05,Monday,Assets,Wallet,Cash,-30000,VND,,2021-07-05
661.0,2021-07-05,Monday,Expenses,Food,Dinner,20000,VND,,2021-07-05
659.0,2021-07-05,Monday,Expenses,Personal,Misc,63000,VND,,2021-07-05
662.0,2021-07-05,Monday,Expenses,Drink,Drink,10000,VND,,2021-07-05
660.0,2021-07-05,Monday,Assets,Card,ACB,-285748,VND,,2021-07-05
654.0,2021-07-05,Monday,Expenses,Food,Meat,39960,VND,,2021-07-05
657.0,2021-07-05,Monday,Expenses,Food,Bread,23000,VND,,2021-07-05
655.0,2021-07-05,Monday,Expenses,Food,Vegetables,52788,VND,,2021-07-05
658.0,2021-07-05,Monday,Expenses,Drink,Strongbow,37000,VND,,2021-07-05
656.0,2021-07-05,Monday,Expenses,Drink,Milk,70000,VND,,2021-07-05
670.0,2021-07-07,Wednesday,Assets,Wallet,Cash,100000,VND,,2021-07-07
668.0,2021-07-07,Wednesday,Expenses,Food,Vegetable,20000,VND,,2021-07-07
666.0,2021-07-07,Wednesday,Expenses,Food,Fish,29900,VND,,2021-07-07
665.0,2021-07-07,Wednesday,Expenses,Food,Fish,63250,VND,,2021-07-07
664.0,2021-07-07,Wednesday,Expenses,Food,Fruit,21373,VND,,2021-07-07
669.0,2021-07-07,Wednesday,Expenses,Food,Meat,90000,VND,,2021-07-07
671.0,2021-07-07,Wednesday,Assets,Wallet,Cash,-70000,VND,,2021-07-07
667.0,2021-07-07,Wednesday,Assets,Card,VISA,-254523,VND,,2021-07-07
675.0,2021-07-09,Friday,Assets,Wallet,Cash,-33000,VND,,2021-07-09
674.0,2021-07-09,Friday,Expenses,Food,Fruit,33000,VND,,2021-07-09
677.0,2021-07-09,Friday,Assets,Card,ACB,-40750,VND,,2021-07-09
676.0,2021-07-09,Friday,Expenses,Food,Dinner,40750,VND,,2021-07-09
673.0,2021-07-09,Friday,Assets,Card,VISA,-52000,VND,,2021-07-09
672.0,2021-07-09,Friday,Expenses,Food,Rice,52000,VND,,2021-07-09
679.0,2021-07-12,Monday,Assets,Card,ACB,-64750,VND,,2021-07-12
678.0,2021-07-12,Monday,Expenses,Personal,Housing,64750,VND,,2021-07-12
685.0,2021-07-14,Wednesday,Expenses,Food,Fruit,12582,VND,,2021-07-14
681.0,2021-07-14,Wednesday,Expenses,Food,Dinner,50000,VND,,2021-07-14
687.0,2021-07-14,Wednesday,Expenses,Food,Eggs,27500,VND,,2021-07-14
688.0,2021-07-14,Wednesday,Expenses,Food,probi,25000,VND,,2021-07-14
690.0,2021-07-14,Wednesday,Expenses,Food,Condensed Milk,15000,VND,,2021-07-14
692.0,2021-07-14,Wednesday,Assets,Card,VISA,-422523,VND,,2021-07-14
683.0,2021-07-14,Wednesday,Expenses,Food,Meat,198671,VND,,2021-07-14
680.0,2021-07-14,Wednesday,Expenses,Food,Lunch,66000,VND,,2021-07-14
686.0,2021-07-14,Wednesday,Expenses,Food,Milk,64500,VND,,2021-07-14
689.0,2021-07-14,Wednesday,Expenses,Food,Snack,25000,VND,,2021-07-14
684.0,2021-07-14,Wednesday,Expenses,Food,Vegetables,19270,VND,,2021-07-14
682.0,2021-07-14,Wednesday,Assets,eWallet,MOCA,-116000,VND,,2021-07-14
691.0,2021-07-14,Wednesday,Expenses,Food,Sandwich,35000,VND,,2021-07-14
697.0,2021-07-15,Thursday,Assets,Card,ACB,-189400,VND,,2021-07-15
695.0,2021-07-15,Thursday,Expenses,Education,Books,94900,VND,,2021-07-15
694.0,2021-07-15,Thursday,Assets,Card,ACB,-55000,VND,,2021-07-15
696.0,2021-07-15,Thursday,Expenses,Personal,Housing,94500,VND,,2021-07-15
693.0,2021-07-15,Thursday,Expenses,Food,Lunch,55000,VND,,2021-07-15
699.0,2021-07-17,Saturday,Expenses,Fees,Transfer Fees,9999,VND,,2021-07-17
700.0,2021-07-17,Saturday,Assets,Wallet,Cash,1100000,VND,,2021-07-17
698.0,2021-07-17,Saturday,Assets,Card,VISA,-1109999,VND,,2021-07-17
702.0,2021-07-17,Saturday,Expenses,Food,Fruit,18000,VND,,2021-07-17
701.0,2021-07-17,Saturday,Expenses,Food,Vegetables,33000,VND,,2021-07-17
703.0,2021-07-17,Saturday,Assets,Wallet,Cash,-51000,VND,,2021-07-17
708.0,2021-07-19,Monday,Expenses,Food,Lunch,55000,VND,,2021-07-19
707.0,2021-07-19,Monday,Expenses,Food,Vegetables,60000,VND,,2021-07-19
706.0,2021-07-19,Monday,Expenses,Food,Meat,275000,VND,,2021-07-19
705.0,2021-07-19,Monday,Assets,Wallet,Cash,-402000,VND,,2021-07-19
704.0,2021-07-19,Monday,Expenses,Food,Breakfast,12000,VND,,2021-07-19
710.0,2021-07-20,Tuesday,Assets,Card,VISA,-909999,VND,,2021-07-20
709.0,2021-07-20,Tuesday,Expenses,Food,Breakfast,15000,VND,,2021-07-20
712.0,2021-07-20,Tuesday,Expenses,Fees,Transfer Fees,9999,VND,,2021-07-20
711.0,2021-07-20,Tuesday,Assets,Wallet,Cash,885000,VND,,2021-07-20
713.0,2021-07-21,Wednesday,Expenses,Personal,Housing,2200000,VND,,2021-07-21
714.0,2021-07-21,Wednesday,Income,Home,Parents,-1941000,VND,,2021-07-21
715.0,2021-07-21,Wednesday,Assets,Card,ACB,-259000,VND,,2021-07-21
716.0,2021-07-23,Friday,Income,Internship,FFI,-4000000,VND,,2021-07-23
718.0,2021-07-23,Friday,Expenses,Transportation,Grab,117000,VND,,2021-07-23
719.0,2021-07-23,Friday,Assets,Card,ACB,-117000,VND,,2021-07-23
717.0,2021-07-23,Friday,Assets,Card,ACB,4000000,VND,,2021-07-23
720.0,2021-08-11,Wednesday,Expenses,Givings,Conservation,113869,VND, phim shaba vs Hanie <3,2021-08-11
721.0,2021-08-11,Wednesday,Assets,Card,ACB,-113869,VND,,2021-08-11
723.0,2021-08-21,Saturday,Assets,Wallet,Cash,-30000,VND,,2021-08-21
722.0,2021-08-21,Saturday,Expenses,Personal,Misc,30000,VND, battery,2021-08-21
724.0,2021-08-23,Monday,Expenses,Personal, Study group fine,40000,VND,,2021-08-23
725.0,2021-08-23,Monday,Assets,Card,ACB,-40000,VND,,2021-08-23
726.0,2021-08-25,Wednesday,Income,Internship,FFI,-4000000,VND,,2021-08-25
727.0,2021-08-25,Wednesday,Assets,Card,ACB,4000000,VND,,2021-08-25
729.0,2021-08-26,Thursday,Assets,Card,ACB,-1000000,VND,,2021-08-26
728.0,2021-08-26,Thursday,Saving,Fintech,Finhay,1000000,VND,,2021-08-26
730.0,2021-09-02,Thursday,Expenses,Education,Colab Pro,234297,VND,,2021-09-02
731.0,2021-09-02,Thursday,Assets,Card,ACB,-234297,VND,,2021-09-02
,2021-10-05,Tuesday,Assets,Wallet,Cash,-20000,VND,None,2021-10-05
,2021-10-05,Tuesday,Expenses,Givings,Lottery,20000,VND,None,2021-10-05
733.0,2021-10-08,Friday,Assets,Card,ACB,2545454,VND,,2021-10-08
732.0,2021-10-08,Friday,Income,Internship,FFI,-2545454,VND,,2021-10-08
735.0,2021-10-10,Sunday,Expenses,Fees,Withdrawal Fees,10000,VND,,2021-10-10
736.0,2021-10-10,Sunday,Saving,Fintech,Finhay,3000000,VND,,2021-10-10
734.0,2021-10-10,Sunday,Assets,Card,ACB,-3010000,VND,,2021-10-10
,2021-10-14,Thursday,Expenses,Food,Breakfast,12000,VND,an sang,2021-10-14
,2021-10-14,Thursday,Expenses,All,All,12,VND,,2021-10-14
,2021-10-14,Thursday,Assets,Wallet,Cash,-12000,VND,an sang,2021-10-14
,2021-10-15,Friday,Assets,Wallet,Cash,-12000,VND,,2021-10-15
,2021-10-15,Friday,Expenses,Food,Delivery,55000,VND,,2021-10-15
,2021-10-15,Friday,Expenses,Food,Breakfast,20000,VND,,2021-10-15
,2021-10-15,Friday,Assets,eWallet,MOCA,-55000,VND,,2021-10-15
,2021-10-15,Friday,Expenses,Drink,Soda,12000,VND,,2021-10-15
,2021-10-15,Friday,Assets,Wallet,Cash,-20000,VND,,2021-10-15
